id,icao,iata,name,city,state,country,elevation,lat,lon,tz,createdAt,updatedAt
7309,DA11,,Hamaguir Airport,,Bechar,DZ,2454,30.87899971,-3.067749977,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7310,DA12,,El Abiodh Sidi Cheikh Airport,,El-Bayadh,DZ,2965,32.89849854,0.524694026,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7311,DA13,,Tinfouchy Airport,,Tindouf,DZ,1804,28.87929916,-5.822899818,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7312,DA14,,Mostaganem Airport,,Mostaganem,DZ,732,35.90879822,0.149382994,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7313,DA15,,Saida Airport,,Saida,DZ,2444,34.89720154,0.151694,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7314,DA16,,Tindouf East Airport,,Tindouf,DZ,1425,27.58589935,-7.500110149,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7315,DAAB,QLD,Blida Airport,,Blida,DZ,535,36.50360107,2.814169884,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7316,DAAD,BUJ,Bou Saada Airport,,M'Sila,DZ,1506,35.33250046,4.206389904,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7317,DAAE,BJA,Soummam Airport,Bejaia,Bejaia,DZ,20,36.7120018,5.069920063,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7318,DAAG,ALG,Houari Boumediene Airport,Algiers,Algiers,DZ,82,36.69100189,3.215409994,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7319,DAAJ,DJG,Djanet Inedbirene Airport,Djanet,Illizi,DZ,3176,24.2928009,9.452440262,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7320,DAAK,QFD,Boufarik Airport,,Blida,DZ,335,36.54579926,2.876110077,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7321,DAAM,,Telerghma Airport,Telerghma,Mila,DZ,2484,36.1086998,6.364600182,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7322,DAAN,,Reggane Airport,,Adrar,DZ,955,26.71010017,0.285647005,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7323,DAAP,VVZ,Illizi Takhamalt Airport,Illizi,Illizi,DZ,1778,26.7234993,8.622650147,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7324,DAAQ,,Ain Oussera Airport,,Djelfa,DZ,2132,35.52539825,2.878710032,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7325,DAAS,QSF,Ain Arnat Airport,Setif,Setif,DZ,3360,36.17810059,5.32449007,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7326,DAAT,TMR,Aguenar ? Hadj Bey Akhamok Airport,Tamanrasset,Tamanrasset,DZ,4518,22.81150055,5.451079845,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7327,DAAV,GJL,Jijel Ferhat Abbas Airport,Jijel,Jijel,DZ,36,36.79510117,5.87361002,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7328,DAAW,,Bordj Omar Driss Airport,Bordj Omar Driss,Illizi,DZ,1207,28.13139915,6.833610058,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7329,DAAY,MZW,Mecheria Airport,Mecheria,Naama,DZ,3855,33.53590012,-0.242353007,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7330,DAAZ,QZN,Relizane Airport,,Relizane,DZ,282,35.75220108,0.626272023,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7331,DABB,AAE,Annaba Airport,Annabah,Annaba,DZ,16,36.82220078,7.809169769,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7332,DABC,CZL,Mohamed Boudiaf International Airport,Constantine,Constantine,DZ,2265,36.27600098,6.620389938,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7333,DABO,,Oum el Bouaghi airport,Oum El Bouaghi,Oum-el-Bouaghi,DZ,0,35.87969971,7.270800114,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7334,DABS,TEE,Cheikh Larbi Tebessi Airport,Tebessi,Tebessa,DZ,2661,35.43159866,8.12071991,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7335,DABT,BLJ,Batna Airport,Batna,Batna,DZ,2697,35.7521019,6.308589935,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7336,DAFH,HRM,Hassi R'Mel Airport,,Laghouat,DZ,2540,32.93040085,3.311539888,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7337,DAFI,QDJ,Tsletsi Airport,,Djelfa,DZ,0,34.6657,3.351,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7338,DALH,,Dalhousie Airport,,South-Australia,AU,0,-26.42900085,135.5059967,Australia/Adelaide,2020-08-18 12:04:00,2020-08-18 12:04:00
7339,DAOB,TID,Bou Chekif Airport,Tiaret,Tiaret,DZ,3245,35.34109879,1.463150024,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7340,DAOC,,Ouakda Airport,Bechar,Bechar,DZ,2660,31.64249992,-2.183890104,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7341,DAOE,,Bou Sfer Airport,,Oran,DZ,187,35.73540115,-0.805388987,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7342,DAOF,TIN,Tindouf Airport,Tindouf,Tindouf,DZ,1453,27.7003994,-8.167099953,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7343,DAOI,QAS,Ech Cheliff Airport,,Chlef,DZ,463,36.21269989,1.331769943,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7344,DAOL,TAF,Tafaraoui Airport,,Oran,DZ,367,35.54240036,-0.532278001,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7345,DAON,TLM,Zenata ? Messali El Hadj Airport,Tlemcen,Tlemcen,DZ,814,35.01670074,-1.450000048,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7346,DAOO,ORN,Es Senia Airport,Oran,Oran,DZ,295,35.62390137,-0.621182978,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7347,DAOR,CBH,Bechar Boudghene Ben Ali Lotfi Airport,Bechar,Bechar,DZ,2661,31.64570045,-2.269860029,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7348,DAOS,BFW,Sidi Bel Abbes Airport,,Sidi-Bel-Abbes,DZ,1614,35.17179871,-0.593275011,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7349,DAOV,MUW,Ghriss Airport,,Mascara,DZ,1686,35.20769882,0.147141993,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7350,DAOY,EBH,El Bayadh Airport,El Bayadh,El-Bayadh,DZ,4493,33.72166667,1.0925,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7351,DATG,INF,In Guezzam Airport,In Guezzam,Tamanrasset,DZ,1312,19.56699944,5.75,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7352,DATM,BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Adrar,DZ,1303,21.375,0.923888981,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7353,DAUA,AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,,Adrar,DZ,919,27.83760071,-0.186414003,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7354,DAUB,BSK,Biskra Airport,Biskra,Biskra,DZ,289,34.79330063,5.738230228,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7355,DAUE,ELG,El Golea Airport,,Ghardaia,DZ,1306,30.57130051,2.859590054,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7356,DAUG,GHA,Noumerat - Moufdi Zakaria Airport,Ghardaia,Ghardaia,DZ,1512,32.38410187,3.79411006,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7357,DAUH,HME,Oued Irara Airport,Hassi Messaoud,Ouargla,DZ,463,31.67300034,6.140439987,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7358,DAUI,INZ,In Salah Airport,In Salah,Tamanrasset,DZ,896,27.25099945,2.512020111,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7359,DAUK,TGR,Touggourt Sidi Madhi Airport,Touggourt,Ouargla,DZ,279,33.06779861,6.088669777,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7360,DAUL,LOO,Laghouat Airport,Laghouat,Laghouat,DZ,2510,33.76440048,2.928339958,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7361,DAUO,ELU,Guemar Airport,Guemar,El-Oued,DZ,203,33.51139832,6.776790142,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7362,DAUT,TMX,Timimoun Airport,Timimoun,Adrar,DZ,1027,29.2371006,0.276033014,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7363,DAUU,OGX,Ain el Beida Airport,Ouargla,Ouargla,DZ,492,31.91720009,5.412779808,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7364,DAUZ,IAM,In Amenas Airport,Amenas,Illizi,DZ,1847,28.05150032,9.642910004,Africa/Algiers,2020-08-18 12:04:00,2020-08-18 12:04:00
7365,DBBB,COO,Cadjehoun Airport,Cotonou,Atlantique,BJ,19,6.357230187,2.384350061,Africa/Porto-Novo,2020-08-18 12:04:00,2020-08-18 12:04:00
7366,DBBC,,Cana Airport,Bohicon,Zou,BJ,548,7.166999817,2.066999912,Africa/Porto-Novo,2020-08-18 12:04:00,2020-08-18 12:04:00
7367,DBBD,DJA,Djougou Airport,Djougou,Atakora,BJ,1480,9.692083333,1.637777778,Africa/Porto-Novo,2020-08-18 12:04:00,2020-08-18 12:04:00
7368,DBBK,KDC,Kandi Airport,Kandi,Alibori,BJ,951,11.13300037,2.933000088,Africa/Porto-Novo,2020-08-18 12:04:00,2020-08-18 12:04:00
7369,DBBN,NAE,Natitingou Airport,Natitingou,,BJ,1411,10.31700039,1.383000016,Africa/Porto-Novo,2020-08-18 12:04:00,2020-08-18 12:04:00
7370,DBBO,,Porga Airport,Porga,Atakora,BJ,531,11.03299999,0.98299998,Africa/Porto-Novo,2020-08-18 12:04:00,2020-08-18 12:04:00
7371,DBBP,PKO,Parakou Airport,Parakou,Borgou,BJ,1266,9.357689858,2.609679937,Africa/Porto-Novo,2020-08-18 12:04:00,2020-08-18 12:04:00
7372,DBBR,,Bembereke Airport,Bembereke,Borgou,BJ,1188,10.28299999,2.700000048,Africa/Porto-Novo,2020-08-18 12:04:00,2020-08-18 12:04:00
7373,DBBS,SVF,Save Airport,Save,Zou,BJ,597,8.018170357,2.464580059,Africa/Porto-Novo,2020-08-18 12:04:00,2020-08-18 12:04:00
7374,DE00,,Doyle's Airport,Felton,Delaware,US,51,39.02069855,-75.57710266,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7375,DE04,,Newberg Airport,Smyrna,Delaware,US,20,39.29169846,-75.57499695,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7376,DE07,,Flying C Airport,Hartly,Delaware,US,70,39.14429855,-75.69129944,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7377,DE09,,Johnsons Airport,Magnolia,Delaware,US,43,39.06819916,-75.4885025,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7378,DE10,,Kimbowrosa Farm Airport,Milford,Delaware,US,40,38.96680069,-75.46630096,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7379,DE11,,Drummond Airport,Milford,Delaware,US,33,38.90570068,-75.40100098,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7380,DE12,,Owens Field,Ellendale,Delaware,US,50,38.80569839,-75.41269684,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7381,DE14,,Huey Airport,Bridgeville,Delaware,US,45,38.74399948,-75.53489685,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7382,DE15,,Pevey Airport,Seaford,Delaware,US,40,38.61259842,-75.6996994,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7383,DE17,,Sugar Hill Airport,Greenwood,Delaware,US,45,38.7779007,-75.58329773,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7384,DE19,,Duffy's Airport,Townsend,Delaware,US,69,39.32580185,-75.74160004,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7385,DE20,,Spirit Airpark,Townsend,Delaware,US,80,39.37360001,-75.7457962,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7386,DE21,,West Private Airport,Roxana,Delaware,US,21,38.51729965,-75.16549683,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7387,DE23,,Ockel Farms Airport,Milton,Delaware,US,47,38.75030136,-75.36000061,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7388,DE25,,Eagle Crest-Hudson Airport,Milton,Delaware,US,28,38.77610016,-75.2335968,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7389,DE27,,Warrington Field,Selbyville,Delaware,US,26,38.46260071,-75.17489624,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7390,DE29,,Scotty's Place Airport,Smyrna,Delaware,US,40,39.37509918,-75.64409637,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7391,DE32,,Belfair Airport,Felton,Delaware,US,64,38.97499847,-75.61669922,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7392,DE33,,Okolona Plantation Airport,Middletown,Delaware,US,61,39.48279953,-75.69750214,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7393,DE34,,Townsend A Airport,Townsend,Delaware,US,65,39.41429901,-75.66300201,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7394,DE49,,Josephs Airport,Georgetown,Delaware,US,42,38.63759995,-75.35520172,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7395,DFCA,XKY,Kaya Airport,Kaya,,BF,984,13.06700039,-1.100000024,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7396,DFCB,,Barsalogho Airport,Barsalogho,,BF,1083,13.39999962,-1.067000032,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7397,DFCC,OUG,Ouahigouya Airport,Ouahigouya,,BF,1106,13.56700039,-2.417000055,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7398,DFCD,,Didyr Airport,Didyr,Centre-Ouest,BF,958,12.55000019,-2.617000103,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7399,DFCE,,Batie Airport,Batie,Sud-Ouest,BF,984,9.883000374,-2.917000055,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7400,DFCG,,Kongoussi Airport,Kongoussi,Centre-Nord,BF,1056,13.31700039,-1.532999992,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7401,DFCI,,Titao Airport,Titao,Nord,BF,1047,13.7670002,-2.082999945,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7402,DFCJ,XDJ,Djibo Airport,Djibo,Sahel,BF,1001,14.10000038,-1.633000016,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7403,DFCK,,Koudougou Airport,Koudougou,Centre-Ouest,BF,1001,12.2670002,-2.400000095,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7404,DFCL,XLU,Leo Airport,Leo,,BF,1181,11.10000038,-2.099999905,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7405,DFCM,,Manga Airport,Manga,Centre-Sud,BF,820,11.66699982,-1.067000032,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7406,DFCP,PUP,Po Airport,Po,Centre-Sud,BF,1050,11.14999962,-1.149999976,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7407,DFCR,,Poura Airport,Poura,Boucle-du-Mouhoun,BF,853,11.61699963,-2.75,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7408,DFCS,,Seguenega Airport,Seguenega,Nord,BF,1139,13.43299961,-2,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7409,DFCT,,Tenado Airport,Tenado,Centre-Ouest,BF,951,12.19999981,-2.582999945,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7410,DFCU,,Gourcy Airport,Gourcy,Nord,BF,1050,13.19999981,-2.367000103,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7411,DFCY,,Yako Airport,Yako,Nord,BF,984,12.94999981,-2.282999992,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7412,DFEA,XBO,Boulsa Airport,Boulsa,,BF,984,12.64999962,-0.566999972,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7413,DFEB,XBG,Bogande Airport,Bogande,,BF,984,12.9829998,-0.166999996,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7414,DFEC,,Komin-Yanga Airport,Komin-Yanga,Centre-Est,BF,1116,11.69999981,0.150000006,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7415,DFED,DIP,Diapaga Airport,Diapaga,,BF,951,12.05000019,1.782999992,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7416,DFEE,DOR,Dori Airport,Dori,Sahel,BF,919,14.03299999,-0.033,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7417,DFEF,FNG,Fada N'gourma Airport,Fada N'gourma,Est,BF,1011,12.03299999,0.349999994,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7418,DFEG,XGG,Gorom-Gorom Airport,Gorom-Gorom,Sahel,BF,935,14.44999981,-0.232999995,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7419,DFEK,,Koupela Airport,Koupela,Centre-Est,BF,902,12.16699982,-0.300000012,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7420,DFEL,XKA,Kantchari Airport,Kantchari,,BF,879,12.46700001,1.5,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7421,DFEM,TMQ,Tambao Airport,Tambao,Sahel,BF,820,14.80000019,0.050000001,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7422,DFEO,,Zorgo Airport,Zorgo,Plateau-Central,BF,978,12.25,-0.616999984,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7423,DFEP,XPA,Pama Airport,Pama,,BF,699,11.25,0.699999988,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7424,DFER,ARL,Arly Airport,Arly,,BF,761,11.59700012,1.48300004,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7425,DFES,XSE,Sebba Airport,Sebba,Sahel,BF,886,13.44999981,0.51700002,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7426,DFET,TEG,Tenkodogo Airport,Tenkodogo,,BF,1017,11.80000019,-0.367000014,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7427,DFEY,,Ouargaye Airport,Ouargaye,Centre-Est,BF,951,11.5170002,0.050000001,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7428,DFEZ,XZA,Zabre Airport,Zabre,,BF,886,11.16699982,-0.616999984,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7429,DFFD,OUA,Ouagadougou Airport,Ouagadougou,,BF,1037,12.35319996,-1.512420058,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7430,DFOA,,Dano Airport,Dano,Sud-Ouest,BF,935,11.13300037,-3.066999912,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7431,DFOB,BNR,Banfora Airport,Banfora,Cascades,BF,984,10.68299961,-4.717000008,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7432,DFOD,DGU,Dedougou Airport,Dedougou,,BF,984,12.45899963,-3.49000001,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7433,DFOF,,Safane Airport,Safane,Boucle-du-Mouhoun,BF,1017,12.14999962,-3.183000088,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7434,DFOG,XGA,Gaoua Airport,Gaoua,Sud-Ouest,BF,912,10.29920006,-3.250829935,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7435,DFOH,,Hounde Airport,Hounde,Hauts-Bassins,BF,1063,11.4829998,-3.51699996,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7436,DFOL,,Loumana Airport,Loumana,Cascades,BF,1148,10.56700039,-5.349999905,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7437,DFON,XNU,Nouna Airport,Nouna,,BF,886,12.75,-3.867000103,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7438,DFOO,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,Hauts-Bassins,BF,1511,11.16009998,-4.330969811,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7439,DFOR,,Orodara Airport,Orodara,,BF,1706,10.9829998,-4.933000088,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7440,DFOS,,Sideradougou Airport,Sideradougou,Cascades,BF,1047,10.66699982,-4.267000198,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7441,DFOT,TUQ,Tougan Airport,Tougan,Boucle-du-Mouhoun,BF,984,13.06700039,-3.066999912,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7442,DFOU,XDE,Diebougou Airport,Diebougou,,BF,984,10.94999981,-3.25,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7443,DFOY,XAR,Aribinda Airport,Aribinda,Sahel,BF,1122,14.21700001,-0.883000016,Africa/Ouagadougou,2020-08-18 12:04:00,2020-08-18 12:04:00
7444,DGAA,ACC,Kotoka International Airport,Accra,,GH,205,5.6051898,-0.166786,Africa/Accra,2020-08-18 12:04:00,2020-08-18 12:04:00
7445,DGLE,TML,Tamale Airport,Tamale,,GH,553,9.557189941,-0.863214016,Africa/Accra,2020-08-18 12:04:00,2020-08-18 12:04:00
7446,DGLN,,Navrongo Airport,Navrongo,,GH,2221,10.89999962,-1.100000024,Africa/Accra,2020-08-18 12:04:00,2020-08-18 12:04:00
7447,DGLW,,Wa Airport,Wa,,GH,1060,10.08269978,-2.507689953,Africa/Accra,2020-08-18 12:04:00,2020-08-18 12:04:00
7448,DGLY,,Yendi Airport,Yendi,Northern,GH,2408,9.425000191,-0.004722,Africa/Accra,2020-08-18 12:04:00,2020-08-18 12:04:00
7449,DGSI,KMS,Kumasi Airport,Kumasi,,GH,942,6.714560032,-1.590819955,Africa/Accra,2020-08-18 12:04:00,2020-08-18 12:04:00
7450,DGSN,NYI,Sunyani Airport,Sunyani,Brong-Ahafo,GH,1014,7.361830235,-2.328759909,Africa/Accra,2020-08-18 12:04:00,2020-08-18 12:04:00
7451,DGTK,TKD,Takoradi Airport,Sekondi-Takoradi,Western,GH,21,4.89605999,-1.774760008,Africa/Accra,2020-08-18 12:04:00,2020-08-18 12:04:00
7452,DIAP,ABJ,Port Bouet Airport,Abidjan,Lagunes,CI,21,5.261390209,-3.926290035,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7453,DIAU,OGO,Abengourou Airport,Abengourou,,CI,676,6.715559959,-3.470279932,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7454,DIBC,,Bocanda Airport,Bocanda,,CI,427,7.032999992,-4.532999992,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7455,DIBI,BXI,Boundiali Airport,Boundiali,,CI,1286,9.532999992,-6.467000008,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7456,DIBK,BYK,Bouake Airport,,Vallee-du-Bandama,CI,1230,7.738800049,-5.07366991,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7457,DIBN,BQO,Bouna Airport,Bouna,,CI,1148,9.277500153,-3.025279999,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7458,DIBU,BDK,Soko Airport,Bondoukou,,CI,1247,8.017219544,-2.761940002,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7459,DIDB,,Dabou Airport,Dabou,,CI,141,5.351385117,-4.403457642,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7460,DIDK,DIM,Dimbokro Airport,Dimbokro,Lacs,CI,344,6.651669979,-4.64056015,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7461,DIDL,DJO,Daloa Airport,,Sassandra-Marahoue,CI,823,6.792809963,-6.473189831,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7462,DIFK,FEK,Ferkessedougou Airport,Ferkessedougou,,CI,1102,9.600000382,-5.199999809,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7463,DIGA,GGN,Gagnoa Airport,Gagnoa,Goh-Djiboua,CI,732,6.132999897,-5.949999809,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7464,DIGL,GGO,Guiglo Airport,Guiglo,,CI,722,6.524990082,-7.478610039,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7465,DIGN,BBV,Nero-Mer Airport,Grand-Bereby,Bas-Sassandra,CI,20,4.643413067,-6.923961639,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7466,DIKO,HGO,Korhogo Airport,,Savanes,CI,1214,9.387180328,-5.556660175,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7467,DIMN,MJC,Man Airport,,Montagnes,CI,1089,7.272069931,-7.587359905,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7468,DIOD,KEO,Odienne Airport,Odienne,Denguele,CI,1365,9.5,-7.566999912,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7469,DIOF,OFI,Ouango Fitini Airport,Ouango Fitini,,CI,974,9.600000382,-4.050000191,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7470,DISG,SEO,Seguela Airport,Seguela,Woroba,CI,1056,7.968329907,-6.710830212,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7471,DISP,SPY,San Pedro Airport,,Bas-Sassandra,CI,26,4.746719837,-6.660820007,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7472,DISS,ZSS,Sassandra Airport,Sassandra,,CI,203,4.928329945,-6.132780075,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
7473,DITB,TXU,Tabou Airport,Tabou,,CI,39,4.437809467,-7.362728119,Africa/Abidjan,2020-08-18 12:04:00,2020-08-18 12:04:00
